Unnamed: 0,EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1406,1407,No,54,Travel_Rarely,157,Research & Development,10,3,Medical,3,Female,77,3,2,Manufacturing Director,1,Single,4440.0,25198,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4
1407,1408,No,24,Travel_Rarely,771,Research & Development,1,2,Life Sciences,2,Male,45,2,2,Healthcare Representative,3,Single,4617.0,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
1408,1409,No,23,Travel_Rarely,571,Research & Development,12,2,Other,4,Male,78,3,1,,4,Single,2647.0,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4
1409,1410,No,40,Travel_Frequently,692,Research & Development,11,3,Technical Degree,4,Female,73,3,2,Laboratory Technician,3,Married,,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4
1410,1411,No,40,Travel_Rarely,444,Sales,2,2,Marketing,2,Female,92,3,2,Sales Executive,2,Married,,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10
1411,1412,No,25,Travel_Rarely,309,Human Resources,2,3,Human Resources,3,Female,82,3,1,,2,Married,2187.0,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2
1412,1413,No,30,Travel_Rarely,911,Research & Development,1,2,Medical,4,Male,76,3,1,Laboratory Technician,2,Married,3748.0,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
1413,1414,No,25,Travel_Rarely,977,Research & Development,2,1,Other,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977.0,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2
1414,1415,No,47,Travel_Rarely,1180,Research & Development,25,3,Medical,1,Male,84,3,3,Healthcare Representative,3,Single,8633.0,13084,2,Y,No,23,4,2,80,0,25,3,3,17,14,12,11
1415,1416,No,33,Non-Travel,1313,Research & Development,1,2,Medical,2,Male,59,2,1,Laboratory Technician,3,Divorced,,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0
1416,1417,No,38,Travel_Rarely,1321,Sales,1,4,Life Sciences,4,Male,86,3,2,,2,Married,4440.0,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8
1417,1418,No,31,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,Male,54,3,1,Sales Representative,3,Married,3067.0,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2
1418,1419,No,38,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,Male,72,2,2,,3,Married,5321.0,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7
1419,1420,No,42,Travel_Rarely,557,Research & Development,18,4,Life Sciences,4,Male,35,3,2,Research Scientist,1,Divorced,5410.0,11189,6,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2
1420,1421,No,41,Travel_Rarely,642,Research & Development,1,3,Life Sciences,4,Male,76,3,1,Research Scientist,4,Married,2782.0,21412,3,Y,No,22,4,1,80,1,12,3,3,5,3,1,0
1421,1422,No,47,Non-Travel,1162,Research & Development,1,1,Medical,3,Female,98,3,3,Research Director,2,Married,,17231,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12
1422,1423,No,35,Travel_Rarely,1490,Research & Development,11,4,Medical,4,Male,43,3,1,Laboratory Technician,3,Married,2660.0,20232,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2
1423,1424,No,22,Travel_Rarely,581,Research & Development,1,2,Life Sciences,4,Male,63,3,1,Research Scientist,3,Single,3375.0,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2
1424,1425,No,35,Travel_Rarely,1395,Research & Development,9,4,Medical,2,Male,48,3,2,Research Scientist,3,Single,5098.0,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8
1425,1426,No,33,Travel_Rarely,501,Research & Development,15,2,Medical,2,Female,95,3,2,Healthcare Representative,4,Married,4878.0,21653,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
1426,1427,No,32,Travel_Rarely,267,Research & Development,29,4,Life Sciences,3,Female,49,2,1,Laboratory Technician,2,Single,,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1
1427,1428,No,40,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,Male,83,3,1,Laboratory Technician,4,Married,2406.0,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0
1428,1429,No,32,Travel_Rarely,234,Sales,1,4,Medical,2,Male,68,2,1,Sales Representative,2,Married,2269.0,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2
1429,1430,No,39,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,Male,52,3,2,Research Scientist,4,Single,4108.0,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7
1430,1431,No,38,Travel_Rarely,201,Research & Development,10,3,Medical,2,Female,99,1,3,Research Director,3,Married,13206.0,3376,3,Y,No,12,3,1,80,1,20,3,3,18,16,1,11
1431,1432,No,32,Travel_Rarely,801,Sales,1,4,Marketing,3,Female,48,3,3,Sales Executive,4,Married,10422.0,24032,1,Y,No,19,3,3,80,2,14,3,3,14,10,5,7
1432,1433,No,37,Travel_Rarely,161,Research & Development,10,3,Life Sciences,3,Female,42,4,3,Research Director,4,Married,13744.0,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
1433,1434,No,25,Travel_Rarely,1382,Sales,8,2,Other,1,Female,85,3,2,,3,Divorced,4907.0,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
1434,1435,No,52,Non-Travel,585,Sales,29,4,Life Sciences,1,Male,40,3,1,Sales Representative,4,Divorced,3482.0,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0
1435,1436,No,44,Travel_Rarely,1037,Research & Development,1,3,Medical,2,Male,42,3,1,Research Scientist,4,Single,2436.0,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
1436,1437,No,21,Travel_Rarely,501,Sales,5,1,Medical,3,Male,58,3,1,Sales Representative,1,Single,2380.0,25479,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2
1437,1438,No,39,Non-Travel,105,Research & Development,9,3,Life Sciences,4,Male,87,3,5,Manager,4,Single,19431.0,15302,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3
1438,1439,Yes,23,Travel_Frequently,638,Sales,9,3,Marketing,4,Male,33,3,1,,1,Married,1790.0,26956,1,Y,No,19,3,1,80,1,1,3,2,1,0,1,0
1439,1440,No,36,Travel_Rarely,557,Sales,3,3,Medical,1,Female,94,2,3,Sales Executive,4,Married,7644.0,12695,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4
1440,1441,No,36,Travel_Frequently,688,Research & Development,4,2,Life Sciences,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131.0,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
1441,1442,No,56,Non-Travel,667,Research & Development,1,4,Life Sciences,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306.0,26236,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9
1442,1443,Yes,29,Travel_Rarely,1092,Research & Development,1,4,Medical,1,Male,36,3,1,,4,Married,4787.0,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2
1443,1444,No,42,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,Male,56,3,5,Manager,3,Married,18880.0,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
1444,1445,Yes,56,Travel_Rarely,310,Research & Development,7,2,Technical Degree,4,Male,72,3,1,Laboratory Technician,3,Married,2339.0,3666,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8
1445,1446,No,41,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,Female,60,2,4,Manufacturing Director,2,Married,13570.0,5640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10
1446,1447,No,34,Travel_Rarely,704,Sales,28,3,Marketing,4,Female,95,2,2,Sales Executive,3,Married,6712.0,8978,1,Y,No,21,4,4,80,2,8,2,3,8,7,1,7
1447,1448,No,36,Non-Travel,301,Sales,15,4,Marketing,4,Male,88,1,2,Sales Executive,4,Divorced,5406.0,10436,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
1448,1449,No,41,Travel_Rarely,930,Sales,3,3,Life Sciences,3,Male,57,2,2,Sales Executive,2,Divorced,,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
1449,1450,No,32,Travel_Rarely,529,Research & Development,2,3,Technical Degree,4,Male,78,3,1,Research Scientist,1,Single,2439.0,11288,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2
1450,1451,No,35,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,3,Female,31,3,3,Human Resources,4,Single,8837.0,16642,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7
1451,1452,No,38,Travel_Rarely,345,Sales,10,2,Life Sciences,1,Female,100,3,2,Sales Executive,4,Married,5343.0,5982,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9
1452,1453,Yes,50,Travel_Frequently,878,Sales,1,4,Life Sciences,2,Male,94,3,2,,3,Divorced,6728.0,14255,7,Y,No,12,3,4,80,2,12,3,3,6,3,0,1
1453,1454,No,36,Travel_Rarely,1120,Sales,11,4,Marketing,2,Female,100,2,2,Sales Executive,4,Married,6652.0,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0
1454,1455,No,45,Travel_Rarely,374,Sales,20,3,Life Sciences,4,Female,50,3,2,Sales Executive,3,Single,4850.0,23333,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1
1455,1456,No,40,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,3,Male,52,2,1,,3,Single,2809.0,2725,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2
1456,1457,No,35,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,3,Male,80,3,2,Healthcare Representative,3,Married,5689.0,24594,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2
1457,1458,No,40,Travel_Rarely,1194,Research & Development,2,4,Medical,3,Female,98,3,1,,3,Married,2001.0,12549,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2
1458,1459,No,35,Travel_Rarely,287,Research & Development,1,4,Life Sciences,3,Female,62,1,1,Research Scientist,4,Married,2977.0,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1
1459,1460,No,29,Travel_Rarely,1378,Research & Development,13,2,Other,4,Male,46,2,2,Laboratory Technician,2,Married,4025.0,23679,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
1460,1461,No,29,Travel_Rarely,468,Research & Development,28,4,Medical,4,Female,73,2,1,Research Scientist,1,Single,3785.0,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
1461,1462,Yes,50,Travel_Rarely,410,Sales,28,3,Marketing,4,Male,39,2,3,Sales Executive,1,Divorced,10854.0,16586,4,Y,Yes,13,3,2,80,1,20,3,3,3,2,2,0
1462,1463,No,39,Travel_Rarely,722,Sales,24,1,Marketing,2,Female,60,2,4,Sales Executive,4,Married,12031.0,8828,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6
1463,1464,No,31,Non-Travel,325,Research & Development,5,3,Medical,2,Male,74,3,2,Manufacturing Director,1,Single,9936.0,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
1464,1465,No,26,Travel_Rarely,1167,Sales,5,3,Other,4,Female,30,2,1,Sales Representative,3,Single,2966.0,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
1465,1466,No,36,Travel_Frequently,884,Research & Development,23,2,Medical,3,Male,41,4,2,Laboratory Technician,4,Married,2571.0,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
1466,1467,No,39,Travel_Rarely,613,Research & Development,6,1,Medical,4,Male,42,2,3,Healthcare Representative,1,Married,9991.0,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
1467,1468,No,27,Travel_Rarely,155,Research & Development,4,3,Life Sciences,2,Male,87,4,2,,2,Married,6142.0,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3
1468,1469,No,49,Travel_Frequently,1023,Sales,2,3,Medical,4,Male,63,2,2,,2,Married,5390.0,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8
1469,1470,No,34,Travel_Rarely,628,Research & Development,8,3,Medical,2,Male,82,4,2,Laboratory Technician,3,Married,4404.0,10228,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2
1470,1471,Yes,41,Travel_Rarely,1102,Sales,1,2,Life Sciences,2,Female,94,3,2,Sales Executive,4,Single,,19479,8,Y,Yes,11,3,1,80,0,8,0,1,6,4,0,5
1471,1472,No,49,Travel_Frequently,279,Research & Development,8,1,Life Sciences,3,Male,61,2,2,Research Scientist,2,Married,5130.0,24907,1,Y,No,23,4,4,80,1,10,3,3,10,7,1,7
1472,1473,Yes,37,Travel_Rarely,1373,Research & Development,2,2,Other,4,Male,92,2,1,Laboratory Technician,3,Single,2090.0,2396,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0
1473,1474,No,33,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,4,Female,56,3,1,Research Scientist,3,Married,2909.0,23159,1,Y,Yes,11,3,3,80,0,8,3,3,8,7,3,0
1474,1475,No,27,Travel_Rarely,591,Research & Development,2,1,Medical,1,Male,40,3,1,Laboratory Technician,2,Married,3468.0,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2
1475,1476,No,32,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,4,Male,79,3,1,Laboratory Technician,4,Single,3068.0,11864,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6
1476,1477,No,59,Travel_Rarely,1324,Research & Development,3,3,Medical,3,Female,81,4,1,Laboratory Technician,1,Married,2670.0,9964,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0
1477,1478,No,30,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693.0,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0
1478,1479,No,38,Travel_Frequently,216,Research & Development,23,3,Life Sciences,4,Male,44,2,3,Manufacturing Director,3,Single,9526.0,8787,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8
1479,1480,No,36,Travel_Rarely,1299,Research & Development,27,3,Medical,3,Male,94,3,2,Healthcare Representative,3,Married,,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7
1480,1481,No,35,Travel_Rarely,809,Research & Development,16,3,Medical,1,Male,84,4,1,Laboratory Technician,2,Married,2426.0,16479,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3
1481,1482,No,29,Travel_Rarely,153,Research & Development,15,2,Life Sciences,4,Female,49,2,2,Laboratory Technician,3,Single,4193.0,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
1482,1483,No,31,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,Male,31,3,1,Research Scientist,3,Divorced,2911.0,15170,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3
1483,1484,No,34,Travel_Rarely,1346,Research & Development,19,2,Medical,2,Male,93,3,1,Laboratory Technician,4,Divorced,2661.0,8758,0,Y,No,11,3,3,80,1,3,2,3,2,2,1,2
1484,1485,Yes,28,Travel_Rarely,103,Research & Development,24,3,Life Sciences,3,Male,50,2,1,,3,Single,,12947,5,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3
1485,1486,No,29,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980.0,10195,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8
1486,1487,No,32,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,Male,80,4,1,Research Scientist,2,Divorced,,15053,0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5
1487,1488,No,22,Non-Travel,1123,Research & Development,16,2,Medical,4,Male,96,4,1,,4,Divorced,2935.0,7324,1,Y,Yes,13,3,2,80,2,1,2,2,1,0,0,0
1488,1489,No,53,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,Female,78,2,4,Manager,4,Married,15427.0,22021,2,Y,No,16,3,3,80,0,31,3,3,25,8,3,7
1489,1490,No,38,Travel_Rarely,371,Research & Development,2,3,Life Sciences,4,Male,45,3,1,Research Scientist,4,Single,3944.0,4306,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2
1490,1491,No,24,Non-Travel,673,Research & Development,11,2,Other,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011.0,8232,0,Y,No,18,3,4,80,1,5,5,2,4,2,1,3
1491,1492,Yes,36,Travel_Rarely,1218,Sales,9,4,Life Sciences,3,Male,82,2,1,Sales Representative,1,Single,3407.0,6986,7,Y,No,23,4,2,80,0,10,4,3,5,3,0,3
1492,1493,No,34,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,Female,53,3,3,Research Director,2,Single,11994.0,21293,0,Y,No,11,3,3,80,0,13,4,3,12,6,2,11
1493,1494,No,21,Travel_Rarely,391,Research & Development,15,2,Life Sciences,3,Male,96,3,1,Research Scientist,4,Single,1232.0,19281,1,Y,No,14,3,4,80,0,0,6,3,0,0,0,0
1494,1495,Yes,34,Travel_Rarely,699,Research & Development,6,1,Medical,2,Male,83,3,1,Research Scientist,1,Single,2960.0,17102,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3
1495,1496,No,53,Travel_Rarely,1282,Research & Development,5,3,Other,3,Female,58,3,5,Manager,3,Divorced,19094.0,10735,4,Y,No,11,3,4,80,1,26,3,2,14,13,4,8
1496,1497,Yes,32,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,2,Female,72,1,1,Research Scientist,1,Single,3919.0,4681,1,Y,Yes,22,4,2,80,0,10,5,3,10,2,6,7
1497,1498,No,42,Travel_Rarely,691,Sales,8,4,Marketing,3,Male,48,3,2,Sales Executive,2,Married,6825.0,21173,0,Y,No,11,3,4,80,1,10,2,3,9,7,4,2
1498,1499,No,44,Travel_Rarely,477,Research & Development,7,4,Medical,1,Female,42,2,3,,4,Married,10248.0,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17
1499,1500,No,46,Travel_Rarely,705,Sales,2,4,Marketing,2,Female,83,3,5,Manager,1,Single,18947.0,22822,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,1
1500,1501,No,33,Travel_Rarely,924,Research & Development,2,3,Medical,3,Male,78,3,1,Laboratory Technician,4,Single,2496.0,6670,4,Y,No,11,3,4,80,0,7,3,3,1,1,0,0
1501,1502,No,44,Travel_Rarely,1459,Research & Development,10,4,Other,4,Male,41,3,2,Healthcare Representative,4,Married,6465.0,19121,2,Y,Yes,13,3,4,80,0,9,5,4,4,2,1,3
1502,1503,No,30,Travel_Rarely,125,Research & Development,9,2,Medical,4,Male,83,2,1,Laboratory Technician,3,Single,2206.0,16117,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8
1503,1504,Yes,39,Travel_Rarely,895,Sales,5,3,Technical Degree,4,Male,56,3,2,Sales Representative,4,Married,2086.0,3335,3,Y,No,14,3,3,80,1,19,6,4,1,0,0,0
1504,1505,Yes,24,Travel_Rarely,813,Research & Development,1,3,Medical,2,Male,61,3,1,Research Scientist,4,Married,2293.0,3020,2,Y,Yes,16,3,1,80,1,6,2,2,2,0,2,0
1505,1506,No,43,Travel_Rarely,1273,Research & Development,2,2,Medical,4,Female,72,4,1,Research Scientist,3,Divorced,,21923,1,Y,No,12,3,4,80,2,6,3,2,5,3,1,4
1506,1507,Yes,50,Travel_Rarely,869,Sales,3,2,Marketing,1,Male,86,2,1,Sales Representative,3,Married,2683.0,3810,1,Y,Yes,14,3,3,80,0,3,2,3,3,2,0,2
1507,1508,No,35,Travel_Rarely,890,Sales,2,3,Marketing,4,Female,97,3,1,Sales Representative,4,Married,2014.0,9687,1,Y,No,13,3,1,80,0,2,3,3,2,2,2,2
1508,1509,No,36,Travel_Rarely,852,Research & Development,5,4,Life Sciences,2,Female,82,2,1,Research Scientist,1,Married,3419.0,13072,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0
1509,1510,No,33,Travel_Frequently,1141,Sales,1,3,Life Sciences,3,Female,42,4,2,,1,Married,5376.0,3193,2,Y,No,19,3,1,80,2,10,3,3,5,3,1,3
1510,1511,No,35,Travel_Rarely,464,Research & Development,4,2,Other,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951.0,10910,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0
1511,1512,No,27,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341.0,19715,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0
1512,1513,Yes,26,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,Male,48,1,1,Laboratory Technician,3,Single,2293.0,10558,1,Y,No,12,3,3,80,0,1,2,2,1,0,0,1
1513,1514,No,27,Travel_Frequently,994,Sales,8,3,Life Sciences,4,Male,37,3,3,Sales Executive,3,Single,8726.0,2975,1,Y,No,15,3,4,80,0,9,0,3,9,8,1,7
1514,1515,No,30,Travel_Frequently,721,Research & Development,1,2,Medical,3,Female,58,3,2,Laboratory Technician,4,Single,4011.0,10781,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7
1515,1516,Yes,41,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,2,Female,49,3,5,Research Director,3,Married,19545.0,16280,1,Y,No,12,3,4,80,0,23,0,3,22,15,15,8
1516,1517,No,34,Non-Travel,1065,Sales,23,4,Marketing,2,Male,72,3,2,Sales Executive,3,Single,4568.0,10034,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7
1517,1518,No,37,Travel_Rarely,408,Research & Development,19,2,Life Sciences,2,Male,73,3,1,Research Scientist,2,Married,3022.0,10227,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0
1518,1519,No,46,Travel_Frequently,1211,Sales,5,4,Marketing,1,Male,98,3,2,Sales Executive,4,Single,5772.0,20445,4,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8
1519,1520,No,35,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,4,Male,36,4,1,Laboratory Technician,4,Married,2269.0,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1
1520,1521,Yes,48,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,Male,98,2,3,Laboratory Technician,3,Single,5381.0,19294,9,Y,Yes,13,3,4,80,0,23,2,3,1,0,0,0
1521,1522,Yes,28,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,3,Male,50,3,1,Laboratory Technician,3,Single,,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2
1522,1523,No,44,Travel_Rarely,1488,Sales,1,5,Marketing,2,Female,75,3,2,,1,Divorced,5454.0,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3
1523,1524,No,35,Non-Travel,1097,Research & Development,11,2,Medical,3,Male,79,2,3,Healthcare Representative,1,Married,9884.0,8302,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3
1524,1525,No,26,Travel_Rarely,1443,Sales,23,3,Marketing,3,Female,47,2,2,,4,Married,4157.0,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0
1525,1526,No,33,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,Female,98,3,3,Research Director,4,Single,13458.0,15146,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12
1526,1527,No,35,Travel_Frequently,853,Sales,18,5,Life Sciences,2,Male,71,3,3,Sales Executive,1,Married,9069.0,11031,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8
1527,1528,No,35,Travel_Rarely,1142,Research & Development,23,4,Medical,3,Female,30,3,1,Laboratory Technician,1,Married,4014.0,16002,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2
1528,1529,No,31,Travel_Rarely,655,Research & Development,7,4,Life Sciences,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915.0,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7
1529,1530,No,37,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993.0,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7
1530,1531,No,32,Travel_Rarely,427,Research & Development,1,3,Medical,1,Male,33,3,2,Manufacturing Director,4,Married,6162.0,10877,1,Y,Yes,22,4,2,80,1,9,3,3,9,8,7,8
1531,1532,No,38,Travel_Frequently,653,Research & Development,29,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,,5456,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9
1532,1533,No,50,Travel_Rarely,989,Research & Development,7,2,Medical,2,Female,43,2,5,Research Director,3,Divorced,18740.0,16701,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8
1533,1534,No,59,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,Female,99,3,3,Sales Executive,1,Single,,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9
1534,1535,No,36,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096.0,8202,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8
1535,1536,No,55,Travel_Rarely,836,Research & Development,8,3,Medical,4,Female,33,3,4,Manager,3,Divorced,14756.0,19730,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2
1536,1537,No,36,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,2,Male,95,2,2,Manufacturing Director,2,Single,6499.0,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3
1537,1538,No,45,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,2,Male,59,3,3,Research Scientist,1,Divorced,9724.0,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0
1538,1539,No,35,Travel_Frequently,664,Research & Development,1,3,Medical,2,Male,79,3,1,Research Scientist,1,Married,2194.0,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2
1539,1540,Yes,36,Travel_Rarely,318,Research & Development,9,3,Medical,4,Male,79,2,1,Research Scientist,3,Married,3388.0,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0
1540,1541,No,59,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,Female,57,2,2,Sales Executive,3,Single,5473.0,24668,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3
1541,1542,No,29,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,3,Male,76,3,1,Research Scientist,2,Married,2703.0,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4
1542,1543,No,31,Travel_Rarely,1082,Research & Development,1,4,Medical,3,Male,87,3,1,Research Scientist,2,Single,2501.0,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0
1543,1544,No,32,Travel_Rarely,548,Research & Development,1,3,Life Sciences,2,Male,66,3,2,Research Scientist,2,Married,6220.0,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9
