EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
2200,No,35.0,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388.0,6975,1,Y,Yes,11,3,3,80,1,16.0,3,2,16,10,10,1
2201,No,30.0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416.0,17802,0,Y,Yes,12,3,3,80,3,9.0,4,2,8,7,1,7
2202,Yes,20.0,Travel_Rarely,1097,Research & Development,11,3,,4,Female,98,2,1,Research Scientist,1,Single,2600.0,18275,1,Y,Yes,15,3,1,80,0,1.0,2,3,1,0,0,0
2203,Yes,30.0,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422.0,25725,0,Y,No,17,3,1,80,0,4.0,3,3,3,2,1,2
2204,No,26.0,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,,3334,1,Y,No,12,3,2,80,0,8.0,2,3,8,7,1,3
2205,No,22.0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451.0,6881,1,Y,No,15,3,1,80,1,,3,2,4,3,1,1
2206,No,48.0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240.0,13119,2,Y,No,13,3,4,80,0,19.0,0,3,2,2,2,2
2207,No,48.0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999.0,22245,7,Y,No,14,3,2,80,0,,3,3,15,11,4,8
2208,No,41.0,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003.0,23371,6,Y,No,14,3,2,80,0,8.0,6,3,2,2,2,1
2209,No,39.0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742.0,7060,1,Y,No,16,3,3,80,1,21.0,3,3,21,6,11,8
2210,No,27.0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,,4658,0,Y,No,18,3,2,80,1,,2,3,3,2,2,2
2211,No,35.0,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917.0,9541,1,Y,No,20,4,1,80,1,3.0,4,2,3,2,1,2
2212,No,42.0,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303.0,7770,6,Y,No,13,3,2,80,0,,3,4,1,0,0,0
2213,No,50.0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,,20165,4,Y,No,18,3,2,80,0,8.0,5,3,1,0,0,0
2214,No,59.0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726.0,21829,3,Y,Yes,13,3,1,80,0,30.0,4,3,5,3,4,3
2215,Yes,37.0,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777.0,14382,5,Y,No,15,3,1,80,0,15.0,2,1,1,0,0,0
2216,No,55.0,Travel_Frequently,135,Research & Development,18,4,,3,Male,62,3,2,Healthcare Representative,2,Married,6385.0,12992,3,Y,Yes,14,3,4,80,2,,3,3,8,7,6,7
2217,No,41.0,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973.0,20284,1,Y,No,22,4,2,80,2,21.0,3,3,21,16,5,10
2218,No,38.0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,,4981,8,Y,Yes,12,3,3,80,0,19.0,1,3,1,0,0,0
2219,Yes,26.0,Non-Travel,265,Sales,29,2,,2,Male,79,1,2,Sales Executive,1,Single,4969.0,21813,8,Y,No,18,3,4,80,0,,6,3,2,2,2,2
2220,Yes,52.0,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845.0,25846,1,Y,No,15,3,4,80,1,33.0,3,3,32,14,6,9
2221,No,44.0,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,,11737,3,Y,Yes,18,3,3,80,1,23.0,2,3,12,11,11,11
2222,No,50.0,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347.0,24920,0,Y,No,12,3,1,80,1,19.0,3,3,18,7,0,13
2223,Yes,36.0,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743.0,8269,1,Y,No,16,3,3,80,0,18.0,1,3,17,13,15,14
2224,No,39.0,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880.0,5083,1,Y,Yes,13,3,3,80,0,21.0,2,3,21,6,2,8
2225,No,33.0,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342.0,21437,0,Y,No,19,3,4,80,0,3.0,2,2,2,2,2,2
2226,No,45.0,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,,5404,3,Y,No,13,3,2,80,1,26.0,4,4,9,3,1,1
2227,No,32.0,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025.0,11135,9,Y,No,12,3,2,80,0,,2,3,8,7,7,7
2228,No,34.0,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725.0,12278,0,Y,No,11,3,4,80,1,16.0,2,2,15,1,0,9
2229,No,59.0,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904.0,11038,3,Y,Yes,14,3,3,80,1,,1,1,6,4,0,4
2230,No,,Travel_Rarely,788,Human Resources,24,4,,2,Male,36,3,1,Human Resources,2,Single,2177.0,8318,1,Y,No,16,3,1,80,0,6.0,3,3,6,3,0,4
2231,No,,Travel_Frequently,124,Sales,2,3,,3,Female,38,2,3,Sales Executive,2,Married,7525.0,23537,2,Y,No,12,3,1,80,1,30.0,2,3,15,7,6,12
2232,Yes,36.0,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834.0,7858,7,Y,No,14,3,2,80,1,,3,2,1,0,0,0
2233,Yes,26.0,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,,15346,6,Y,Yes,14,3,2,80,1,6.0,2,3,3,2,1,2
2234,No,,Travel_Rarely,1333,Sales,10,4,,3,Female,87,3,1,Sales Representative,3,Married,2220.0,18410,1,Y,Yes,19,3,4,80,1,1.0,2,3,1,1,0,0
2235,No,28.0,Travel_Rarely,1144,Sales,10,1,,4,Male,74,3,1,Sales Representative,2,Married,1052.0,23384,1,Y,No,22,4,2,80,0,1.0,5,3,1,0,0,0
2236,No,38.0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821.0,2997,3,Y,No,16,3,1,80,1,8.0,2,3,2,2,2,2
2237,No,50.0,Travel_Rarely,1464,Research & Development,2,4,,2,Male,62,3,5,Research Director,3,Married,19237.0,12853,2,Y,Yes,11,3,4,80,1,29.0,2,2,8,1,7,7
2238,No,37.0,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107.0,13848,3,Y,No,15,3,1,80,0,8.0,3,2,4,3,0,1
2239,No,40.0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396.0,22217,1,Y,No,14,3,2,80,1,8.0,3,2,7,7,7,5
2240,No,26.0,Travel_Frequently,921,Research & Development,1,1,,1,Female,66,2,1,Research Scientist,3,Divorced,2007.0,25265,1,Y,No,13,3,3,80,2,5.0,5,3,5,3,1,3
2241,No,46.0,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,,21445,9,Y,No,17,3,4,80,2,23.0,0,3,2,2,2,2
2242,No,54.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686.0,8392,6,Y,No,11,3,2,80,1,13.0,4,3,9,4,7,0
2243,No,56.0,Travel_Frequently,1240,Research & Development,9,3,,1,Female,63,3,1,Research Scientist,3,Married,2942.0,12154,2,Y,No,19,3,2,80,1,18.0,4,3,5,4,0,3
2244,No,36.0,Travel_Rarely,796,Research & Development,12,5,,4,Female,51,2,3,Manufacturing Director,4,Single,8858.0,15669,0,Y,No,11,3,2,80,0,15.0,2,2,14,8,7,8
2245,No,55.0,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756.0,17323,7,Y,No,15,3,2,80,0,31.0,3,4,9,7,6,2
2246,No,43.0,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798.0,5268,5,Y,No,13,3,3,80,1,18.0,5,3,1,0,0,0
2247,Yes,20.0,Travel_Frequently,769,Sales,9,3,,4,Female,54,3,1,Sales Representative,4,Single,,17205,1,Y,Yes,14,3,2,80,0,2.0,3,3,2,2,0,2
2248,Yes,21.0,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416.0,17258,1,Y,No,13,3,1,80,0,1.0,6,2,1,0,1,0
2249,No,46.0,Travel_Rarely,1003,Research & Development,8,4,,4,Female,74,2,2,Research Scientist,1,Divorced,,21029,8,Y,Yes,23,4,1,80,3,19.0,2,3,16,13,1,7
2250,Yes,51.0,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461.0,10332,9,Y,Yes,12,3,3,80,3,,2,4,10,0,2,7
2251,Yes,28.0,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722.0,12355,1,Y,No,12,3,1,80,0,10.0,2,2,10,7,1,9
2252,No,26.0,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,,11141,1,Y,No,16,3,1,80,2,6.0,2,3,5,3,1,3
2253,No,30.0,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957.0,9096,0,Y,No,15,3,3,80,1,7.0,1,2,6,2,0,2
2254,No,41.0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376.0,18863,1,Y,No,13,3,3,80,0,10.0,3,3,10,6,0,8
2255,No,38.0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,,24608,0,Y,No,18,3,1,80,1,,4,2,19,9,1,9
2256,No,40.0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322.0,26542,4,Y,No,20,4,4,80,1,14.0,6,3,11,10,11,1
2257,No,27.0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621.0,5869,1,Y,No,19,3,4,80,3,3.0,4,3,3,2,1,2
2258,No,55.0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976.0,15813,3,Y,No,18,3,2,80,1,,4,3,3,2,1,2
2259,No,28.0,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660.0,7909,3,Y,No,13,3,4,80,0,,4,4,8,7,1,7
2260,Yes,44.0,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482.0,2326,9,Y,No,14,3,4,80,1,24.0,1,3,20,6,3,6
2261,No,33.0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119.0,21214,4,Y,No,15,3,3,80,1,9.0,2,3,3,2,1,2
2262,Yes,35.0,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582.0,10333,0,Y,Yes,22,4,1,80,0,9.0,2,3,8,7,4,7
2263,Yes,33.0,Travel_Frequently,827,Research & Development,29,4,,1,Female,54,2,2,Research Scientist,3,Single,4508.0,3129,1,Y,No,22,4,2,80,0,14.0,4,3,13,7,3,8
2264,No,28.0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207.0,22482,1,Y,No,16,3,4,80,1,4.0,5,2,4,2,2,2
2265,No,,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756.0,22266,0,Y,No,17,3,3,80,0,7.0,1,2,6,2,0,4
2266,No,37.0,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694.0,24223,2,Y,Yes,14,3,3,80,3,8.0,5,3,1,0,0,0
2267,Yes,25.0,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691.0,4605,1,Y,Yes,15,3,2,80,1,,3,4,7,7,5,6
2268,Yes,,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377.0,19373,1,Y,No,20,4,3,80,1,1.0,0,2,1,1,0,0
2269,Yes,33.0,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313.0,2993,4,Y,Yes,20,4,2,80,0,5.0,0,3,2,2,2,2
2270,No,42.0,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665.0,14399,0,Y,No,17,3,4,80,1,23.0,3,3,22,6,13,7
2271,Yes,28.0,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596.0,7160,1,Y,No,15,3,1,80,2,1.0,2,3,1,0,0,0
2272,Yes,50.0,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728.0,17251,3,Y,Yes,14,3,4,80,0,5.0,4,3,0,0,0,0
2273,No,33.0,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302.0,13401,0,Y,No,17,3,3,80,1,4.0,3,3,3,2,0,2
2274,No,34.0,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979.0,22478,3,Y,No,17,3,4,80,3,,2,3,0,0,0,0
2275,No,48.0,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885.0,16154,2,Y,No,22,4,3,80,0,27.0,3,2,5,4,2,1
2276,No,45.0,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593.0,17970,1,Y,No,13,3,4,80,1,15.0,2,3,15,10,4,12
2277,No,52.0,Travel_Rarely,994,Research & Development,7,4,,2,Male,87,3,3,Healthcare Representative,2,Single,10445.0,15322,7,Y,No,19,3,4,80,0,18.0,4,3,8,6,4,0
2278,No,38.0,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,,5569,0,Y,Yes,14,3,2,80,2,,2,3,8,7,2,7
2279,No,29.0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514.0,26968,4,Y,No,22,4,1,80,1,11.0,1,3,7,5,1,7
2280,No,28.0,Travel_Rarely,950,Research & Development,3,3,,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655.0,8039,0,Y,No,17,3,2,80,3,10.0,3,2,9,7,1,7
2281,No,46.0,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465.0,15596,3,Y,No,12,3,4,80,1,23.0,3,3,12,9,4,9
2282,No,38.0,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351.0,20619,7,Y,No,16,3,3,80,0,,2,3,1,0,0,0
2283,No,43.0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820.0,11535,8,Y,No,11,3,3,80,1,18.0,1,3,8,7,0,1
2284,Yes,39.0,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169.0,13547,7,Y,No,11,3,4,80,3,21.0,4,3,18,7,11,5
2285,No,,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626.0,17544,1,Y,No,14,3,1,80,0,21.0,2,4,20,7,4,9
2286,No,21.0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070.0,25326,1,Y,Yes,11,3,3,80,0,2.0,6,4,2,2,2,2
2287,No,39.0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782.0,8770,9,Y,No,15,3,3,80,0,9.0,2,2,5,4,0,3
2288,No,36.0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779.0,23238,2,Y,No,20,4,1,80,0,18.0,0,3,11,9,0,9
2289,No,31.0,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791.0,21981,0,Y,No,12,3,1,80,1,3.0,4,3,2,2,2,2
2290,No,28.0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,,19911,0,Y,No,17,3,1,80,0,6.0,2,1,5,3,0,4
2291,No,35.0,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968.0,18500,1,Y,No,11,3,4,80,1,5.0,3,3,5,2,0,2
2292,No,49.0,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120.0,11879,6,Y,No,17,3,2,80,1,22.0,3,3,9,8,2,3
2293,No,34.0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033.0,15834,2,Y,No,11,3,4,80,0,5.0,3,2,3,2,0,2
2294,No,29.0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291.0,17940,0,Y,No,14,3,4,80,2,8.0,2,2,7,5,1,1
2295,No,,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272.0,9558,4,Y,No,19,3,1,80,0,16.0,3,3,1,0,0,0
2296,No,29.0,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056.0,17689,1,Y,Yes,15,3,3,80,1,10.0,2,2,10,7,1,2
2297,No,38.0,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844.0,6004,1,Y,No,13,3,4,80,1,7.0,2,4,7,6,5,0
2298,No,28.0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703.0,22088,1,Y,Yes,14,3,4,80,1,3.0,2,3,3,1,0,2
2299,Yes,18.0,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904.0,13556,1,Y,No,12,3,4,80,0,0.0,0,3,0,0,0,0
2300,Yes,33.0,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224.0,18385,0,Y,Yes,17,3,1,80,0,6.0,3,3,5,2,0,3
2301,No,41.0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766.0,9051,3,Y,Yes,11,3,1,80,1,6.0,4,3,1,0,0,0
2302,Yes,31.0,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610.0,6233,1,Y,No,12,3,3,80,1,2.0,5,2,2,2,2,2
2303,No,37.0,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731.0,17171,7,Y,No,13,3,3,80,2,9.0,2,3,6,2,1,3
2304,No,27.0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539.0,7950,1,Y,No,13,3,3,80,1,4.0,0,3,4,2,2,2
2305,No,34.0,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714.0,5829,1,Y,No,20,4,1,80,0,6.0,3,2,6,5,1,3
2306,No,35.0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323.0,7108,1,Y,No,17,3,2,80,0,6.0,2,1,5,4,1,4
2307,Yes,29.0,Travel_Rarely,408,Sales,23,1,,4,Female,45,2,3,Sales Executive,1,Married,7336.0,11162,1,Y,No,13,3,1,80,1,11.0,3,1,11,8,3,10
2308,No,40.0,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499.0,13782,9,Y,No,17,3,3,80,0,,3,2,18,7,2,13
2309,Yes,42.0,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758.0,2447,0,Y,Yes,12,3,2,80,0,,2,2,21,9,13,14
2310,No,42.0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,,2253,7,Y,No,13,3,4,80,0,9.0,3,4,6,4,1,5
2311,No,35.0,Travel_Rarely,982,Research & Development,1,4,,4,Male,58,2,1,Laboratory Technician,3,Married,2258.0,16340,6,Y,No,12,3,2,80,1,10.0,2,3,8,0,1,7
2312,No,24.0,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597.0,6409,8,Y,No,22,4,4,80,0,6.0,2,3,4,3,1,2
2313,Yes,28.0,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,,22955,1,Y,Yes,11,3,4,80,0,,4,2,1,1,0,0
2314,No,26.0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420.0,13421,1,Y,No,22,4,2,80,1,8.0,2,3,8,7,0,7
2315,No,30.0,Travel_Rarely,852,Sales,10,3,,3,Male,72,2,2,Sales Executive,3,Married,6578.0,2706,1,Y,No,18,3,1,80,1,10.0,3,3,10,3,1,4
2316,No,40.0,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422.0,21203,3,Y,Yes,13,3,4,80,1,16.0,3,1,1,1,0,0
2317,No,35.0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274.0,19588,2,Y,No,18,3,2,80,1,,2,4,7,7,6,4
2318,No,34.0,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,,25755,0,Y,No,20,4,3,80,0,14.0,3,3,13,9,4,9
2319,No,35.0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376.0,26537,1,Y,No,13,3,2,80,1,2.0,2,4,2,2,2,2
2320,Yes,43.0,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346.0,9489,8,Y,No,13,3,2,80,0,7.0,2,2,4,3,1,3
2321,No,32.0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827.0,14947,1,Y,No,12,3,3,80,3,1.0,3,3,1,0,0,0
2322,No,56.0,Travel_Rarely,718,Research & Development,4,4,,4,Female,92,3,5,Manager,1,Divorced,19943.0,18575,4,Y,No,13,3,4,80,1,,2,3,5,2,4,2
2323,No,29.0,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131.0,26342,1,Y,No,13,3,1,80,1,10.0,5,3,10,8,0,8
2324,No,19.0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552.0,7172,1,Y,No,25,4,3,80,0,,4,3,1,1,0,0
2325,No,45.0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477.0,20100,4,Y,Yes,19,3,3,80,1,7.0,2,2,3,2,0,2
2326,No,37.0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474.0,9961,1,Y,No,13,3,2,80,1,14.0,2,2,14,8,3,11
2327,No,20.0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033.0,12828,1,Y,No,12,3,1,80,0,2.0,2,2,2,2,1,2
2328,Yes,44.0,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936.0,10826,1,Y,Yes,11,3,3,80,0,,4,3,6,4,0,2
2329,No,53.0,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606.0,18640,3,Y,No,18,3,2,80,1,26.0,6,3,7,7,4,7
2330,No,,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168.0,26933,0,Y,Yes,18,3,1,80,1,6.0,2,2,5,4,1,3
2331,Yes,22.0,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,,4223,0,Y,Yes,11,3,2,80,1,1.0,5,3,0,0,0,0
2332,No,46.0,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048.0,24097,8,Y,No,23,4,1,80,0,28.0,2,3,26,15,15,9
2333,No,44.0,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290.0,4279,2,Y,No,13,3,4,80,0,6.0,3,3,0,0,0,0
2334,No,33.0,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600.0,8429,1,Y,No,13,3,4,80,1,,2,3,5,4,1,4
2335,Yes,,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107.0,20293,6,Y,No,17,3,1,80,1,,2,1,1,0,0,0
2336,No,30.0,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115.0,13192,8,Y,No,19,3,3,80,3,8.0,3,3,4,3,0,3
2337,No,40.0,Travel_Frequently,1184,Sales,2,4,,2,Male,62,3,2,Sales Executive,2,Married,4327.0,25440,5,Y,No,12,3,4,80,3,5.0,2,3,0,0,0,0
